Year,Location,Latitude,Longitude,Covariate,Value
2022,Dublin Marino Brian Road,53.3682,-6.2279,PM10,13.557
2022,Cork Bishopstown MTU,51.8841,-8.533,PM10,13.702
2022,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM10,15.236
2022,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM10,12.867
2022,Cork South Link Road Landfill,51.9111,-8.475,PM10,15.786
2022,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM10,11.853
2022,Wicklow Greystones,53.1499,-6.0703,PM10,11.591
2022,Westmeath Athlone,53.4248,-7.9377,PM10,12.375
2022,Offaly Birr,53.0945,-7.9085,PM10,13.977
2022,Monaghan Kilkitt Waterworks,54.0661,-6.8831,PM10,8.562
2022,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM10,11.385
2022,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM10,11.984
2022,Tipperary Clonmel,52.3547,-7.6994,PM10,11.555
2022,Cork Cobh Carrignafoy,51.855,-8.2878,PM10,13.216
2022,Kerry Killarney,52.0583,-9.5049,PM10,17.908
2022,Cork Mallow,52.134,-8.6407,PM10,13.492
2022,Tipperary Town,52.4792,-8.1564,PM10,13.934
2022,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM10,10.193
2022,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM10,10.002
2022,Wexford Wexford Town Opera House,52.3374,-6.4616,PM10,14.52
2022,Mayo Castlebar John Moore Road,53.8511,-9.2997,PM10,11.252
2022,Kerry Tralee Library,52.2673,-9.6979,PM10,17.908
2022,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM10,11.329
2022,Offaly Edenderry,53.3425,-7.0475,PM10,17.724
2022,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM10,12.185
2022,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM10,9.923
2022,Donegal Letterkenny Library,54.9545,-7.7352,PM10,14.585
2022,Dublin Dublin Airport,53.4344,-6.2304,PM10,11.74
2022,Cork Macroom Council Yard,51.9047,-8.9529,PM10,16.149
2022,Kildare Leixlip,53.3719,-6.4867,PM10,11.151
2022,Meath Navan,53.6556,-6.6893,PM10,14.167
2022,Mayo Claremorris,53.7039,-9.0127,PM10,8.017
2022,Kilkenny Seville Lodge,52.6388,-7.2681,PM10,17.505
2022,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM10,20.037
2022,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM10,11.243
2022,Kildare Naas,53.2181,-6.6591,PM10,12.255
2022,Cork Cobh Carrig House,51.8495,-8.2974,PM10,14.501
2022,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM10,14.716
2022,Galway Eyre Square,53.274,-9.0485,PM10,NA
2022,Cavan Cavan Town Court House,53.9936,-7.3628,PM10,10.964
2022,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM10,11.054
2022,Dublin Blanchardstown River Road,53.3856,-6.3699,PM10,15.063
2022,Longford Town Dublin Road Railway,53.7256,-7.7914,PM10,16.039
2022,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM10,15.027
2022,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM10,16.229
2022,Louth Drogheda,53.7322,-6.32,PM10,11.933
2022,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM10,22.979
2022,Dublin Dublin Port,53.3527,-6.2039,PM10,18.057
2022,Dublin Winetavern Street,53.3417,-6.2889,PM10,13.622
2022,Limerick Henry Street,52.6613,-8.6316,PM10,13.872
2022,Cork Lower Glanmire Road,51.9017,-8.4621,PM10,14.1
2022,Limerick Peoples Park,52.6586,-8.6287,PM10,13.938
2022,Dublin Pearse St.,53.345,-6.2543,PM10,16.13
2022,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM10,14.551
2023,Dublin Marino Brian Road,53.3682,-6.2279,PM10,11.626
2023,Galway Galway City Rahoon Road,53.2736,-9.0859,PM10,12.708
2023,Galway Briarhill,53.2921,-8.987,PM10,12.094
2023,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM10,12.229
2023,Cork South Link Road Landfill,51.9111,-8.475,PM10,NA
2023,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM10,10.882
2023,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM10,12.313
2023,Dublin Ballyfermot Library,53.3405,-6.3523,PM10,11.067
2023,Dublin Inchicore Davitt Road,53.3363,-6.309,PM10,13.326
2023,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM10,10.97
2023,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM10,13.779
2023,Limerick Henry Street,52.6613,-8.6316,PM10,11.309
2023,Dublin Winetavern Street,53.3417,-6.2889,PM10,12.868
2023,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM10,9.136
2023,Cork Bishopstown MTU,51.8841,-8.533,PM10,11.425
2023,Donegal Malin Head,55.3722,-7.3389,PM10,12.803
2023,Kildare Naas,53.2181,-6.6591,PM10,10.886
2023,Mayo Castlebar John Moore Road,53.8511,-9.2997,PM10,9.853
2023,Kerry Tralee Library,52.2673,-9.6979,PM10,14.542
2023,Monaghan Kilkitt Waterworks,54.0661,-6.8831,PM10,7.149
2023,Cork Cobh Carrignafoy,51.855,-8.2878,PM10,11.77
2023,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM10,10.142
2023,Meath Navan,53.6556,-6.6893,PM10,13.169
2023,Kerry Killarney,52.0583,-9.5049,PM10,8.893
2023,Cork Cobh Carrig House,51.8495,-8.2974,PM10,11.38
2023,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM10,11.008
2023,Kilkenny Seville Lodge,52.6388,-7.2681,PM10,13.89
2023,Wexford Wexford Town Opera House,52.3374,-6.4616,PM10,12.742
2023,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM10,11.629
2023,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM10,11.461
2023,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM10,10.284
2023,Kildare Leixlip,53.3719,-6.4867,PM10,10.114
2023,Offaly Birr,53.0945,-7.9085,PM10,13.095
2023,Westmeath Athlone,53.4248,-7.9377,PM10,11.557
2023,Mayo Claremorris,53.7039,-9.0127,PM10,8.074
2023,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM10,10.537
2023,Longford Town Dublin Road Railway,53.7256,-7.7914,PM10,13.135
2023,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM10,9.657
2023,Wicklow Greystones,53.1499,-6.0703,PM10,10.697
2023,Cavan Cavan Town Court House,53.9936,-7.3628,PM10,10.031
2023,Dublin Dublin Airport,53.4344,-6.2304,PM10,11.868
2023,Tipperary Clonmel,52.3547,-7.6994,PM10,9.316
2023,Cork Cork Port,51.8306,-8.3209,PM10,12.267
2023,Cork Macroom Council Yard,51.9047,-8.9529,PM10,7.334
2023,Offaly Edenderry,53.3425,-7.0475,PM10,16.305
2023,Tipperary Town,52.4792,-8.1564,PM10,10.756
2023,Louth Drogheda,53.7322,-6.32,PM10,10.907
2023,Dublin Swords Watery Lane,53.4638,-6.2235,PM10,9.008
2023,Cork Airport,51.8519,-8.4894,PM10,12.061
2023,Limerick Peoples Park,52.6586,-8.6287,PM10,11.362
2023,Cork Mallow,52.134,-8.6407,PM10,10.501
2023,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM10,16.364
2023,Dublin Lucan,53.3492,-6.4503,PM10,12.356
2023,Dublin Blanchardstown River Road,53.3856,-6.3699,PM10,13.305
2023,Donegal Letterkenny Library,54.9545,-7.7352,PM10,13.427
2023,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM10,8.391
2023,Galway Ballinalsoe,53.3287,-8.2241,PM10,13.744
2023,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM10,8.907
2023,Galway Eyre Square,53.274,-9.0485,PM10,14.669
2023,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM10,13.217
2023,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM10,13.338
2023,Dublin Pearse St.,53.345,-6.2543,PM10,14.398
2023,Dublin Dublin Port,53.3527,-6.2039,PM10,15.376
2023,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM10,11.854
2023,Wateford Merchants Quay,52.2638,-7.1179,PM10,14.042
2023,Cork Lower Glanmire Road,51.9017,-8.4621,PM10,13.163
2023,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM10,15.126
2024,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM10,9.953
2024,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM10,15.543
2024,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM10,11.529
2024,Limerick Peoples Park,52.6586,-8.6287,PM10,12.25
2024,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM10,10.678
2024,Galway Briarhill,53.2921,-8.987,PM10,12.15
2024,Dublin Inchicore Davitt Road,53.3363,-6.309,PM10,17.177
2024,Dublin Ballyfermot Library,53.3405,-6.3523,PM10,11.634
2024,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM10,13.337
2024,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM10,11.975
2024,Cork South Link Road Landfill,51.9111,-8.475,PM10,NA
2024,Wateford Merchants Quay,52.2638,-7.1179,PM10,14.01
2024,Cork Bishopstown MTU,51.8841,-8.533,PM10,11.282
2024,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM10,11.255
2024,Dublin Dublin Port,53.3527,-6.2039,PM10,14.788
2024,Dublin Marino Brian Road,53.3682,-6.2279,PM10,12.214
2024,Galway Eyre Square,53.274,-9.0485,PM10,13.441
2024,Limerick Henry Street,52.6613,-8.6316,PM10,11.977
2024,Dublin Pearse St.,53.345,-6.2543,PM10,14.529
2024,Cork Lower Glanmire Road,51.9017,-8.4621,PM10,13.787
2024,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM10,11.224
2024,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM10,9.552
2024,Donegal Malin Head,55.3722,-7.3389,PM10,13.329
2024,Cork Cork Port,51.8306,-8.3209,PM10,11.433
2024,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM10,12.077
2024,Kildare Naas,53.2181,-6.6591,PM10,11.013
2024,Tipperary Town,52.4792,-8.1564,PM10,10.648
2024,Kerry Killarney,52.0583,-9.5049,PM10,11.314
2024,Westmeath Athlone,53.4248,-7.9377,PM10,11.797
2024,Cork Macroom Council Yard,51.9047,-8.9529,PM10,11.892
2024,Cork Cobh Carrig House,51.8495,-8.2974,PM10,NA
2024,Dublin Lucan,53.3492,-6.4503,PM10,13.151
2024,Galway Ballinalsoe,53.3287,-8.2241,PM10,12.689
2024,Cavan Cavan Town Court House,53.9936,-7.3628,PM10,10.41
2024,Cork Mallow,52.134,-8.6407,PM10,9.95
2024,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM10,16.02
2024,Louth Drogheda,53.7322,-6.32,PM10,11.916
2024,Wicklow Greystones,53.1499,-6.0703,PM10,10.638
2024,Offaly Birr,53.0945,-7.9085,PM10,12.979
2024,Offaly Edenderry,53.3425,-7.0475,PM10,15.537
2024,Kildare Leixlip,53.3719,-6.4867,PM10,10.182
2024,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM10,11.954
2024,Kerry Tralee Library,52.2673,-9.6979,PM10,15.232
2024,Mayo Claremorris,53.7039,-9.0127,PM10,8.286
2024,Longford Town Dublin Road Railway,53.7256,-7.7914,PM10,15.693
2024,Dublin Blanchardstown River Road,53.3856,-6.3699,PM10,14.352
2024,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM10,11.443
2024,Wexford Wexford Town Opera House,52.3374,-6.4616,PM10,13.416
2024,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM10,9.815
2024,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM10,11.518
2024,Donegal Letterkenny Library,54.9545,-7.7352,PM10,14.245
2024,Tipperary Clonmel,52.3547,-7.6994,PM10,10.067
2024,Dublin Swords Watery Lane,53.4638,-6.2235,PM10,10.242
2024,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM10,14.948
2024,Cork Cobh Carrignafoy,51.855,-8.2878,PM10,11.546
2024,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM10,8.355
2024,Meath Navan,53.6556,-6.6893,PM10,13.546
2024,Mayo Castlebar John Moore Road,53.8511,-9.2997,PM10,13.351
2024,Dublin Dublin Airport,53.4344,-6.2304,PM10,12.207
2024,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM10,9.202
2024,Cork Airport,51.8519,-8.4894,PM10,9.803
2024,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM10,10.3
2024,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM10,11.557
2025,Wateford Merchants Quay,52.2638,-7.1179,PM10,14.772
2025,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM10,19.871
2025,Dublin Inchicore Davitt Road,53.3363,-6.309,PM10,18.736
2025,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM10,14.273
2025,Dublin Marino Brian Road,53.3682,-6.2279,PM10,15.027
2025,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM10,12.551
2025,Limerick Henry Street,52.6613,-8.6316,PM10,12.968
2025,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM10,11.52
2025,Dublin Dublin Port,53.3527,-6.2039,PM10,13.894
2025,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM10,16.725
2025,Dublin Winetavern Street,53.3417,-6.2889,PM10,5.88
2025,Galway Briarhill,53.2921,-8.987,PM10,12.892
2025,Dublin Ballyfermot Library,53.3405,-6.3523,PM10,12.779
2025,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM10,9.656
2025,Galway Eyre Square,53.274,-9.0485,PM10,16.013
2025,Limerick Peoples Park,52.6586,-8.6287,PM10,12.942
2025,Cork Lower Glanmire Road,51.9017,-8.4621,PM10,16.316
2025,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM10,13.908
2025,Cork Bishopstown MTU,51.8841,-8.533,PM10,15.078
2025,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM10,12.852
2025,Cork South Link Road Landfill,51.9111,-8.475,PM10,NA
2025,Dublin Pearse St.,53.345,-6.2543,PM10,16.605
2025,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM10,14.192
2025,Sligo Sligo Town,54.2673,-8.4804,PM10,8.966
2025,Cavan Cavan Town Court House,53.9936,-7.3628,PM10,12.163
2025,Donegal Malin Head,55.3722,-7.3389,PM10,15.161
2025,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM10,9.209
2025,Kerry Tralee Library,52.2673,-9.6979,PM10,16.435
2025,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM10,13.27
2025,Kildare Naas,53.2181,-6.6591,PM10,12.956
2025,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM10,11.716
2025,Louth Drogheda,53.7322,-6.32,PM10,16.307
2025,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM10,12.838
2025,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM10,15.89
2025,Kerry Killarney,52.0583,-9.5049,PM10,12.818
2025,Wicklow Greystones,53.1499,-6.0703,PM10,12.303
2025,Mayo Claremorris,53.7039,-9.0127,PM10,9.956
2025,Galway Ballinalsoe,53.3287,-8.2241,PM10,14.935
2025,Dublin Swords Watery Lane,53.4638,-6.2235,PM10,13.238
2025,Dublin Lucan,53.3492,-6.4503,PM10,16.839
2025,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM10,17.717
2025,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM10,13.669
2025,Offaly Birr,53.0945,-7.9085,PM10,15.629
2025,Tipperary Town,52.4792,-8.1564,PM10,16.071
2025,Longford Town Dublin Road Railway,53.7256,-7.7914,PM10,14.32
2025,Meath Navan,53.6556,-6.6893,PM10,16.406
2025,Offaly Edenderry,53.3425,-7.0475,PM10,16.494
2025,Dublin Dublin Airport,53.4344,-6.2304,PM10,14.079
2025,Dublin Blanchardstown River Road,53.3856,-6.3699,PM10,14.335
2025,Cork Cobh Carrig House,51.8495,-8.2974,PM10,NA
2025,Donegal Letterkenny Library,54.9545,-7.7352,PM10,14.611
2025,Cork Airport,51.8519,-8.4894,PM10,10.922
2025,Cork Cork Port,51.8306,-8.3209,PM10,NA
2025,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM10,11.138
2025,Cork Mallow,52.134,-8.6407,PM10,11.616
2025,Westmeath Athlone,53.4248,-7.9377,PM10,12.449
2025,Wexford Wexford Town Opera House,52.3374,-6.4616,PM10,16.42
2025,Mayo Castlebar John Moore Road,53.8511,-9.2997,PM10,14.863
2025,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM10,13.47
2025,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM10,15.228
2025,Dublin Amiens Street,53.3524,-6.249,PM10,9.062
2025,Kildare Leixlip,53.3719,-6.4867,PM10,12.822
2025,Cork Cobh Carrignafoy,51.855,-8.2878,PM10,13.445
2025,Cork Macroom Council Yard,51.9047,-8.9529,PM10,15.266
2025,Tipperary Clonmel,52.3547,-7.6994,PM10,12.191
2025,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM10,11.894
2004,NA,52.2708,-9.6892,PM2.5,6.43
2004,NA,52.3561,-7.6958,PM2.5,10.159
2004,NA,51.9,-8.475,PM2.5,9.661
2005,NA,51.9,-8.475,PM2.5,10.992
2007,NA,51.9,-8.475,PM2.5,8.322
2008,NA,51.9,-8.475,PM2.5,9.176
2009,Clare Ennis Simms Lane,52.5035,-8.5919,PM2.5,8.349
2009,NA,51.9,-8.475,PM2.5,10.62
2009,Dublin Rathmines Wynnefield Road,53.3539,-6.2781,PM2.5,11.06
2009,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,8.159
2009,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,9.961
2010,Clare Ennis Simms Lane,52.5035,-8.5919,PM2.5,11.756
2010,NA,51.9,-8.475,PM2.5,14.864
2010,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,11.779
2010,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,9.958
2010,Dublin Rathmines Wynnefield Road,53.3539,-6.2781,PM2.5,11.756
2011,NA,51.9,-8.475,PM2.5,11.74
2011,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,8.863
2011,Clare Ennis Simms Lane,52.5035,-8.5919,PM2.5,13.649
2011,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.846
2011,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,11.212
2011,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,8.95
2011,Dublin Rathmines Wynnefield Road,53.3539,-6.2781,PM2.5,12.194
2013,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,14.972
2013,Mayo Claremorris,53.7039,-9.0127,PM2.5,7.907
2013,Cork South Link Road Landfill,51.9111,-8.475,PM2.5,10.968
2013,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,9.392
2013,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,11.147
2013,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,11.109
2014,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,20.893
2014,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.375
2014,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,7.824
2014,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,9.433
2014,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,9.582
2015,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,6.563
2015,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,12.117
2015,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,NA
2015,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.736
2015,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,9.943
2015,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,7.802
2015,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,6.83
2015,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,8.138
2015,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,9.425
2016,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,7.757
2016,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,11.901
2016,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,12.049
2016,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,7.067
2016,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.756
2016,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,7.38
2016,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,8.454
2016,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,8.7
2016,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,10.037
2017,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,6.901
2017,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,5.725
2017,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,10.571
2017,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,9.205
2017,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.562
2017,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,5.176
2017,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,8.02
2017,Dublin Coleraine Street,53.3472,-6.2667,PM2.5,8.02
2017,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,8.52
2018,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,9.212
2018,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,9.424
2018,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,7.674
2018,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,8.345
2018,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,6.544
2018,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,5.679
2018,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,7.999
2018,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,9.316
2018,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,10.139
2018,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,6.161
2018,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,12.907
2018,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,8.831
2018,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,8.831
2018,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,8.173
2018,Mayo Claremorris,53.7039,-9.0127,PM2.5,6.345
2018,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,5.784
2018,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,NA
2018,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,8.76
2018,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,9.435
2018,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,7.729
2019,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,8.401
2019,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,16.036
2019,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,7.603
2019,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,7.572
2019,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,14.082
2019,Mayo Claremorris,53.7039,-9.0127,PM2.5,4.256
2019,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM2.5,9.912
2019,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,8.583
2019,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,8.595
2019,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,6.543
2019,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,9.323
2019,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,9.468
2019,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,7.793
2019,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,10.505
2019,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,8.66
2019,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,10.5
2019,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,8.456
2019,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,7.924
2019,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,10.434
2019,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,9.672
2019,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,8.483
2020,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,14.382
2020,Offaly Birr,53.0945,-7.9085,PM2.5,6.391
2020,Cork Macroom Council Yard,51.9047,-8.9529,PM2.5,10.995
2020,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,8.039
2020,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,7.23
2020,Donegal Letterkenny Library,54.9545,-7.7352,PM2.5,11.138
2020,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,5.184
2020,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,8.022
2020,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,7.801
2020,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,6.654
2020,Dublin Pearse St.,53.345,-6.2543,PM2.5,7.751
2020,Dublin Blanchardstown River Road,53.3856,-6.3699,PM2.5,7.028
2020,Wexford Wexford Town Opera House,52.3374,-6.4616,PM2.5,8.088
2020,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,8.797
2020,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,9.62
2020,Cavan Cavan Town Court House,53.9936,-7.3628,PM2.5,5.987
2020,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,7.07
2020,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM2.5,7.623
2020,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,12.333
2020,Tipperary Town,52.4792,-8.1564,PM2.5,7.943
2020,Westmeath Athlone,53.4248,-7.9377,PM2.5,11.92
2020,Kerry Tralee Library,52.2673,-9.6979,PM2.5,11.742
2020,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,8.544
2020,Tipperary Clonmel,52.3547,-7.6994,PM2.5,7.797
2020,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM2.5,8.281
2020,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.14
2020,Meath Navan,53.6556,-6.6893,PM2.5,8.392
2020,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM2.5,6.518
2020,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,7.648
2020,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,7.394
2020,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,7.691
2020,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,6.688
2020,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,6.668
