Station Name: LOOPHEAD (Kilbaha South)
Station Height: 59 M 
Latitude:52.559  ,Longitude: -9.906


date:  -  09 to 09 utc
rain:  -  Precipitation Amount (mm)
ind:   -  Indicator

date,ind,rain
09-mar-2023,0,2.100
10-mar-2023,0,3.200
11-mar-2023,0,4.100
12-mar-2023,0,6.200
13-mar-2023,1,3.900
14-mar-2023,1,3.400
15-mar-2023,0,11.400
16-mar-2023,0,6.400
17-mar-2023,0,2.100
18-mar-2023,0,3.200
19-mar-2023,0,10.400
20-mar-2023,0,6.100
21-mar-2023,0,20.200
22-mar-2023,0,6.400
23-mar-2023,0,9.400
24-mar-2023,0,3.200
25-mar-2023,0,1.800
26-mar-2023,0,1.800
27-mar-2023,0,0.500
28-mar-2023,0,3.400
29-mar-2023,0,2.100
30-mar-2023,0,4.700
31-mar-2023,0,6.400
01-apr-2023,0,3.200
02-apr-2023,0,4.800
03-apr-2023,0,1.300
04-apr-2023,0,2.900
05-apr-2023,0,1.400
06-apr-2023,0,0.000
07-apr-2023,0,0.000
08-apr-2023,1,0.300
09-apr-2023,1,5.000
10-apr-2023,1,3.100
11-apr-2023,1,10.900
12-apr-2023,0,4.600
13-apr-2023,0,1.400
14-apr-2023,0,0.000
15-apr-2023,0,1.300
16-apr-2023,0,1.600
17-apr-2023,0,2.900
18-apr-2023,0,1.200
19-apr-2023,0,0.000
20-apr-2023,0,2.100
21-apr-2023,0,0.000
22-apr-2023,0,1.200
23-apr-2023,0,1.100
24-apr-2023,0,2.600
25-apr-2023,0,1.500
26-apr-2023,0,2.400
27-apr-2023,0,1.100
28-apr-2023,0,3.300
29-apr-2023,0,0.000
30-apr-2023,0,1.200
01-may-2023,0,0.000
02-may-2023,0,0.000
03-may-2023,1,0.000
04-may-2023,1,6.400
05-may-2023,1,0.600
06-may-2023,0,0.000
07-may-2023,1,10.400
08-may-2023,0,2.200
09-may-2023,0,1.700
10-may-2023,0,2.400
11-may-2023,0,3.400
12-may-2023,0,1.100
13-may-2023,0,2.100
14-may-2023,0,1.800
15-may-2023,0,1.000
16-may-2023,0,0.000
17-may-2023,0,1.100
18-may-2023,0,0.000
19-may-2023,0,0.000
20-may-2023,0,1.000
21-may-2023,0,1.200
22-may-2023,0,2.100
23-may-2023,0,0.000
24-may-2023,0,0.000
25-may-2023,0,0.000
26-may-2023,0,0.000
27-may-2023,0,1.200
28-may-2023,0,1.100
29-may-2023,0,0.000
30-may-2023,0,0.000
31-may-2023,0,0.000
01-oct-2023,0,0.000
02-oct-2023,0,2.100
03-oct-2023,0,0.000
04-oct-2023,1,10.600
05-oct-2023,1,6.100
06-oct-2023,0,0.000
07-oct-2023,0,0.000
08-oct-2023,0,0.000
09-oct-2023,0,0.000
10-oct-2023,0,5.100
11-oct-2023,0,3.200
12-oct-2023,0,3.700
13-oct-2023,0,2.100
14-oct-2023,0,3.600
15-oct-2023,0,1.200
16-oct-2023,0,3.400
17-oct-2023,0,16.700
18-oct-2023,0,25.100
19-oct-2023,0,2.200
20-oct-2023,0,1.400
21-oct-2023,0,0.000
22-oct-2023,0,3.200
23-oct-2023,0,2.100
24-oct-2023,0,1.800
25-oct-2023,0,17.500
26-oct-2023,0,1.200
27-oct-2023,0,4.500
28-oct-2023,0,2.100
29-oct-2023,0,0.000
30-oct-2023,0,0.000
31-oct-2023,0,12.200
01-jan-2024,0,2.700
02-jan-2024,0,6.100
03-jan-2024,0,3.100
04-jan-2024,0,0.000
05-jan-2024,0,0.000
06-jan-2024,0,0.000
07-jan-2024,0,0.000
08-jan-2024,0,0.100
09-jan-2024,0,1.100
10-jan-2024,0,0.000
11-jan-2024,0,1.200
12-jan-2024,0,0.500
13-jan-2024,0,0.400
14-jan-2024,0,1.100
15-jan-2024,0,0.200
16-jan-2024,0,1.800
17-jan-2024,0,2.100
18-jan-2024,0,2.500
19-jan-2024,0,10.500
20-jan-2024,0,9.800
21-jan-2024,0,2.300
22-jan-2024,0,3.200
23-jan-2024,0,6.100
24-jan-2024,0,1.200
25-jan-2024,0,4.300
26-jan-2024,0,3.200
27-jan-2024,0,4.100
28-jan-2024,0,3.200
29-jan-2024,0,2.100
30-jan-2024,0,0.200
31-jan-2024,0,1.300
